tweet_id,text,label,candidate
1294170803152367616,"5/5 #joebiden, #kamalaharris, and the clintons have long hid behind certain democrats willing to put respectability politics before principle when it comes to the 1994 crime bill. however, many in the congressional black caucus only voted for it out of ""fear"" of ""worse"" bills. 👮‍♀️ HTTP",AGAINST,Trump
1293271079704834051,"@USER @USER @USER i agree that there's not place for whining--just lots of positivity right now, lots of good talk about how we can work together to uplift the country in intelligent, people-centered ways rather than the trump #gop backwards self-serving agenda",NONE,Trump
1298370496824856581,"with everything that's going on in the world now, i wish that people would watch this film.. at the edge of the city. the end scene when everyone in the courtroom is called out on their prejudice and hypocrisy is so satisfying.. HTTP",NONE,
1295022959787151360,so jazzed to get to meet future u.s.rep @USER &amp; u.s.sen. @USER at 11:30 today at stonebridge park in fayetteville. #2020election,NONE,Trump
1296056344143855619,"@USER @USER @USER carmen best was doing her job!! something “educators” like you, should be doing!!! instead, you fill young minds with socialist retoric.... here’s an idea, teach facts, not personal ideologies.... teach free thinking... not indoctrination!!! #trump2020",AGAINST,Trump
1295893983923773441,"loved seeing openly lgbtq elected officials @USER, @USER, and @USER assist in delivering the 2020 democratic convention keynote 🇺🇸 🏳️‍🌈 #demconvention #keynote #bidenharris2020",FAVOR,Trump
1295541285298864128,"my heart is pumping! never been motivated! 
#goblue 
#dnc2020 
#bidenharris2020 
#getridofgoptraitors HTTP",FAVOR,Trump
1294024021147754496,"trump is terrified of strong, intelligent, 'nasty' women!
trump rants about his women troubles: #kamala, #mika, #nancy and #aoc 
HTTP
@USER @USER #nastywomenunite #truckfump #tuckfrump #dumptrump #votebluetoendthisnightmare",AGAINST,
1282390725016068097,"#trump doesn't get to 270 without winning #florida, #arizona &amp; #northcarolina

even then, he has 260 without #wisconsin, #pennsylvania or #michigan

where to get the other 10?
#virginia (13), #minnesota (10), #nevada (6) + #newhamsphire (4)

#longshots
#2020election
#election2020",AGAINST,
1290809132556132353,"@USER @USER i agree!  that is why i am voting for joe biden.
#trumpvirus #trumpiskillingus #trumpisacompletefailure #votebluetosaveamerica2020 #biden2020",AGAINST,
1293603221496188929,"(part2) #1 major threats to our black american
#trump2020 #knowledgemakesamanunfittobeaslave #thetruthisnothardtofindwantingtofinditis #stopthedivisiveness #weallbleedthesamecolor #beanamericannotacolor #onenationundergod #ikneelonlybeforegod #fundthepolice #stopthekilling HTTP",FAVOR,
1311176535471136768,@USER it's plain in simple a no vote or vote for another person other then biden is a vote for trump especially in certain states. i'm pissed just like any other bernie supporter but put emotion aside realize one of those 2 will win and i pray it's not trump again.,AGAINST,
1311109212395778049,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER i am from the bronx,NONE,
1311120519421464577,y’all slow down with the tweets i can’t like them all #presidentialdebate #debates2020 #bidenharris2020,NONE,
1301182323493306368,@USER for the next 4 years #trump2020,AGAINST,Trump
1310960395851649024,desperate loser cultists are on the HTTP,NONE,Trump
1225969990664212481,if we are going to protect our bodies then we can’t rely on courts.  we need legislation to protect women’s right to choice.  #demdebates #democraticdebate HTTP,NONE,Trump
1298946847663325185,"@USER #kneepadsandpeepads2020 is the best democrats have to offer.

#trump2020 #fourmoreyears of making chrissy cry.",NONE,Trump
1299191057197027328,@USER @USER @USER @USER @USER @USER ok lol jackie aka jac_cheeze is a #catfish #scammer of #maga HTTP,NONE,
1291425413403738113,"@USER i hunt antifa blm to cull!

👉🏻follow👈🏿 me to a trump victory!
#vivelausa! #trump2020!
a retweet from a ""somebody"" would help us ""nobodies.""
HTTP",FAVOR,
1311085064575283200,"@USER what’s on your trump apocalypse bingo card for tonight’s #debates2020?

for sure, it won’t be trump divulging his taxes or who he owes money to. what else? 

#bidenharrislandslide2020 #trumptaxreturns #trumptaxes #trumpisbroke #trumptiktok #mikewallace HTTP",AGAINST,
1294167665557278720,seattle mayor asks state supreme court to overturn decision allowing recall effort to move forward HTTP,FAVOR,
1254501000553127939,"@USER @USER problem with biden is that, even though trump and gop are prime targets to get bashed constantly for corruption, he can’t say anything for fear of clapback against hunter. nevertheless,  #votebluetosaveamerica",AGAINST,
1298070716475224066,@USER yes sir 🙏🏻🇺🇸🙏🏻🇺🇸🙏🏻🇺🇸 thank you #4moreyears #trump2020 #maga,FAVOR,
1298801129984266241,"@USER was it the infanticide lie the nun dropped on us that was helpful?
#rnc2020",NONE,Trump
1300376935944597512,#vote as if you’re not an asshole #voteblue2020 HTTP,AGAINST,
1311063532725776384,"@USER @USER sadly, your sitting out the election helps that orange horror show.  please, please extend that disappointment to allowing yourself to vote biden.",FAVOR,Trump
1311068466942750721,@USER @USER and @USER have to sow doubt and cheat and will say after the debate that biden cheated - as they already are prior to. his cult will believe whatever he says. it’s so disturbing,FAVOR,Trump
1230331615823486977,"this debate is so fun, i'm almost sorry i had bourbon before watching... this would have been just as interesting sober...
#demdebate",NONE,
1239382834156052480,do we think elizabeth warren will be biden's vp pick? #demdebate,NONE,Trump
1302035352811573254,"even fox news (!) confirms @USER's report re: repugnant mass-of-stds-and-adderall @USER's comments about dead us soldiers.
racists will stand by him, of course.
and the willfully ignorant.
and soul-less rich looking to get richer
but the rest of us? #biden2020 !",AGAINST,
1251979308794601473,@USER no sir we are aware of your tricks and you will be voted out in november pls resign your inaction is puting citizens at risk. we the people are ready to vote you out in a landslide. #votebluetosaveamerica,FAVOR,Trump
1296550419460771842,@USER @USER @USER we can only hope so! #biden2020,FAVOR,Trump
1311111256057749505,on another note biden is also extremely painful to listen to and did he really just call amy barrett a fine person? i can’t do this,AGAINST,Trump
1311136250666070016,i’m voting for joe biden. please vote. your vote counts. #presidentialdebate #debate2020 #joebiden #biden2020,FAVOR,Trump
1226422505096798209,"#rt @USER: rt @USER: #demdebate moderator: what will you do about child poverty?

elect @USER should be the answer because...

almost 650,000 children raised by single moms have risen out of poverty under his leadership!",FAVOR,
1289306385436553217,"if they can find 3 teens that hacked twitter in 2 weeks time, how come they haven't found q and arrested him yet? it's been 3 years. 

#greatawakening 
#wwg1wga",NONE,
1297654012070699008,@USER @USER @USER  my gofound me keeps getting  shadow band for support and assistance from covid-19 if you can see this can you please try and share thank you god bless america and #trump2020,FAVOR,
1301201965607723008,@USER love you mr. president! keep doing the great work that you are doing! #trump2020,AGAINST,Trump
1311075711076257793,@USER even the 200k dead i think biden will mismanage our medical system. the number wouldn’t be as high but i think one of the biggest pieces for covid deaths is affordable access to healthcare and biden’s got no effective plan for that really,AGAINST,Trump
1311016194091212805,"well, @USER , that went well!
#votebluetosaveamerica @USER @USER @USER @USER @USER @USER @USER 
‘fox  HTTP",FAVOR,Trump
1286728896306585602,@USER @USER @USER thank you. trump seems to think he's a dictator...we must stop him. #countryoverparty #biden2020,AGAINST,
1299953784345550848,@USER #joebiden you know your suffering from #dementia that's why you can't spell or talk you just slur .👇 welcome to your new and approved mental ward .👇 HTTP,AGAINST,Trump
1234620861216362497,"@USER warning, warning, warning.

all you bernie bro's out there. 
phone call was placed by former pres. obama to pete. you all now how that went.

***scheme to stop bernie is full force. do not let this happen!!! if bernie earns it, then let him have the nomination! #2020elections",NONE,
1290392678555725824,"@USER @USER you’re losing, lindsey.

south carolina doesn’t want a groveling sycophant representing them.

you’re over, comrade.
#joebiden 
#senatormccain
#jaimeharrison
#trump
#putinspuppet 
#putin
#moscowmitch 
#cnn
#foxnews",NONE,Trump
1295376151343271937,"@USER if she was that popular, she would have been the presidential nominee lol #trump2020 #kamalaharrisisjustnotlikable",AGAINST,Trump
1298446405946822656,remember to educate your white friends about uncle tom #rnc2020,NONE,
1311282974416138241,"'will you shut up man - trump debate' tshirt 
available here: HTTP

#debates2020 #willyoushutup #willyoushutupman #bidenharris2020 #trump2020 #shutupman HTTP",AGAINST,
1311122877773537280,"@USER @USER no more debates, trump is a moron &amp; cannot stop talking over everyone. ridiculous &amp; absurd. 

#debates2020 #bidenharrislandslide2020 #meltdown #americaortrump #liarinchief #bidenvstrump #trumpmeltdown #adderall #taxreturns @USER #covid19  #presidentialdebate2020 #shutupman",AGAINST,
1299337869958549504,@USER no thanks!  i will vote for donald j. trump!!!  #youaintblack #trump2020,AGAINST,Trump
1232497887268855808,"""from twitter this one is for both you, bloomberg: why are you such a little bitch."" #demdebate",NONE,Trump
1310975925689884672,@USER i really hope the president stays on course and lets biden just wander off into the woods or something,AGAINST,Trump
1288669421666435074,"@USER @USER @USER @USER @USER f reggie hammond and all the idiots like him who seem just fine with another 4 years of trump.
#biden2020",AGAINST,
1302629036196233216,@USER @USER indeed. enough is enough. what supporters of the trump administration filled to realize that trump is the poison that is dividing this country. #votebluetosaveamerica #votebidenharristoendthisnightmare,FAVOR,Trump
1297562426267906048,"does anyone else find that twitter has changed their #fbr limits since the dnc? if you are having the same issue, please rt! #resist #resisters #dumptrump #blm #era #lgbtq #bidenharristosaveamerica2020 #trumpisaliar #trumpisaracist #trumpisatraitor",AGAINST,
1225969986377785344,"democrats' view on abortion - up to the point of birth, no restrictions - is so extreme that its pushing pro-life voters out of the democrat party.

from a leading pro-life democrat: democrats are ""building an army of future former democrats.""

#demdebate 
HTTP",NONE,Trump
1303843425020604417,@USER it's that simple. #voteblue2020,AGAINST,
1295088080693669888,@USER tate reeves also revised gun safety measures during an airborne viral pandemic @USER #trumpliesamericansdie #covid19 #covid19 #pandemic #airborneday #trumpvirus #trumpkillsus #trumpkillsseniors #trumptrain #death #evil_prevails #darwinawards #dumbpeopletown HTTP,AGAINST,
1289307349891588101,"the publishing of a video by @USER that appeared to be an #election advertisement for #joebiden is under an internal investigation, the taxpayer-funded news service said. HTTP",NONE,
1296435794975096834,"@USER @USER trump's performance as president is sufficient to motivate republicans, independents and non-voters to go to the polls to vote for vp joe biden and senator kamala harris.

thanks for explaining why .. 

#bidenharris2020 
#trumpisacompletefailure #trumpmeltdown #dumptrump",AGAINST,
1239359822656671745,is it me or is sen sanders coming off as a bit harsh and argumentative? #democraticdebates,NONE,
1294768386279342080,@USER @USER i hope that's right! #voteredtosaveamerica #trump2020 #kneepadsandpeepads,AGAINST,Trump
1311200379183525888,trump is the only man that i haven’t let gaslight me,AGAINST,
1230328489045381122,i'll take biden over bloomberg any day. #demdebate,FAVOR,Trump
1311220965867749377,"@USER @USER @USER yes, it real easy based on the democrat platform of nonsense and move towards socialism at best, more likely communism. but i still don’t like the debate style last night from trump. he losses on demeanor and wins on policy. he should let biden talk - it actually helps trump.",AGAINST,Trump
1311110343926702081,biden’s tie looks like something i’d wear to my scene kid 6th grade party,AGAINST,Trump
1299166689716830208,this is easily the most important night of the #rnc2020 for anyone on the fence with their vote to watch. the testimonies tonight have been eye opening &amp; you will need kleenex. #rncconvention2020 #trump2020 #maga #keepamericaamerica #trump2020landslide #walkawayfromdemocrats,FAVOR,
1292292849980116992,@USER #kanyeconjob trump just thinks african americans are going to automatically vote for kanye 🙄 he certainly doesn't give them much credit does he?? don't fall for it he's trying to split the vote between kanye and biden.  #votetrumpout #voteblue2020 #gojoe,AGAINST,
1304115069257646080,"@USER mr. president!
i have yet to see the #dscabal be a truly good judge of character...they don't have to be. all they need to do is follow their #dsplaybook and lure their victims into a bad situation...later using blackmail on them. they will usually do whatever they ask!
#maga HTTP",FAVOR,
1311127789068677120,"#trump cites #obama and #joebiden handling of #swineflu when talking about #covid19 

let's talk about that. #joebiden and #obama had vaccine within a few weeks and held #h1n1 to just over 15,000 deaths

#trump still doesn't even have coherent testing plan, and has 200,000 deaths",AGAINST,
1299979170554970112,"so if #covid19 tests are done with a wrong settings, instead of having small manageable numbers, we have created pandemic where there isnt really one. 
realistic numbers seems to be 70-90% too high in some cases. 

but we shut the country down. 
#trump2020 HTTP",FAVOR,
1311095352376713216,"@USER @USER trump is good at personal attacks and name-calling already, no prep is needed. trump is a master of lies and good at creating fear. he’ll be rude and disrespectful because he doesn’t have anything valid/worthwhile to say. i just hope biden doesn’t lose his cool.",FAVOR,Trump
1301306826315763713,"@USER @USER @USER why is the fringe-right #maga crowd lying to the amer. ppl by reporting these isolated events as if the entire protest and everyone protesting, for a fair +good cause, are so-called ""anarchist,"" ""antifa,"" ""it's chaos,"" etc. why the fear mongering? to distract from trump failures?",AGAINST,
1296641276226535425,2 represent all not just who wear the red hats #demconvention,NONE,Trump
1311095098910937089,"my dad died 26 years ago today. i was 5 months old the first time he saw me. he was a a hospitalman in the navy in wwii, then attached to the marines as a corpsmsn and called back to fight in the korean war. when i cast my vote for joe biden, it will be for my dad.",AGAINST,
1278458321926647808,"@USER #maine please vote for @USER!
#votebluetosaveamerica",AGAINST,
1271051553542209536,@USER @USER the great divider.  #biden2020 #votebluetosaveamerica,AGAINST,
1293072410997075970,@USER @USER @USER i’m really embarrassed for @USER ‘s comments....zero facts........zero research....100% emotion.  that’s how you respond to a serious issue?  go vote for your sleepy joe.   #trump2020,AGAINST,Trump
1239353406550147074,"2020 democrat debate biden v. sanders

the best the democrats have to offer
#democraticdebate #demdebate2020 

HTTP",NONE,Trump
1287776602680565761,#maga melania almost got away. psst there is a tunnel in the rose garden just for you girl HTTP,NONE,Trump
1290045678970863616,"@USER @USER i agree &amp; have believed that since 2016, &amp; re' the lies about mail ballots it's offensive. alot of hard work, redundancy &amp; verification goes into the certification of mail ballots, both upon request &amp; when received. i know, i supervised the redundant process for 15 yrs

#voteblue",AGAINST,
1311043226044960769,@USER @USER trump is a draft dodging coward who betrayed our troops.,NONE,Trump
1239362517534728192,"@USER if he's falling apart after 90 minutes at debate, how is he going to stay together for long days in the white house, day-in and day-out for 4 years?  joe biden's health is not up to the task of potus.

#demdebate2020 #demdebate",NONE,
1291206251075047431,"@USER i am not able to see news and trends. we have 89 days to #vote – #voteblue actually, need to know what’s trending. #help",AGAINST,
1311087761739468800,@USER all the very best joe biden! may the force be with you 🖖🏻🖖🏽🖖🏽🖖🏾🖖🖖🏼🖖🏿,AGAINST,
1287823881303015424,"out of my mind. back in five minutes 
 @USER #trump2020 #covid19 #warroompandemic #blm #backtheblue #walkaway #screenwriting",NONE,Trump
1222736244263833601,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER thanks for the tribute list. some folks newly followed!  #strongertogether #resistersunite #bluewave2020 #votebluetosaveamerica,AGAINST,
1296647039372136448,"🔹dnc: america's promise🔹

🔴 live now: @USER is joined on stage by @USER, @USER, &amp; @USER.

#demconvention #bidenharris
HTTP",NONE,Trump
1300913172250062848,"five hundred religious leaders ― christians, muslims, jews, hindus, sikhs and others ― have jointly endorsed the democratic presidential ticket of @USER biden and sen. @USER  

#bidenharris2020
#bidenharrislandslide2020
#biden2020
HTTP",FAVOR,Trump
1239358855835877376,"ppl are hoarding tp, hand sanitizer etc. setting up make shift hospitals, quarantines. ny is shut down, curfews, no flights into our country from anywhere basically but, @USER @USER is the existential threat to america. ok. all i gotta say 
#trumppence2020 #demdebate",AGAINST,Trump
1240400650070097920,"today the ignorance &amp; racism of the #complicitcorruptgop is on full display:
they are sick
#votethemallout2020
#votebluetosaveamerica
#votebluetoendthisnightmare

these are not patriotic americans
they are #whiteprivilege #fakechristians
@USER
@USER
@USER HTTP",AGAINST,
1250641310400352256,you want a $15.00 an hour minimum wage in this country? better vote for biden cause you will never get that with trump or a republican senate! #votebluetosaveamerica,AGAINST,
1311122496968683521,biden keeps say “bunker”. i love it! lmao #debate2020,FAVOR,Trump
1272383940842659840,@USER @USER @USER @USER he doesn't give a shit about y'all. i think i'm just sad about this photo. #votebluetosaveamerica #votebluetoendthisnightmare #bidenforpresident2020 #dumptrump,FAVOR,Trump
1301875185562324992,"@USER @USER it is so sad that @USER and the #maga crowd can't do math the same way they do meth
someone please explain to them that
1.4 million jobs have coming back
subtracted from 12.9 jobs lost due to #covid
still leaves 11.5 million people unemployed

HTTP",AGAINST,
1287587312969428998,"@USER submit or be publicly shamed!

#trump2020 #maga
#voteredtosaveamerica
#walkaway
#americafirst",AGAINST,Trump
1310987795192860674,"how will biden do debating trump? we asked those who have faced the former vp HTTP

all biden needs to remember is that trump never stays on point and he will deflect, deny, and try to change the narrative of any subject question. stick to script.",NONE,Trump
1295696926990569473,@USER you have no idea what you’re talking about when it comes to politics!!! #trump2020,AGAINST,Trump
1311109925146447872,you can say what you like about donald trump but he’s provided some class memes 😂 #presidentialdebate2020,NONE,
1295555638269898752,"#michelleobama hits the nail on the head 
“donald trump is in over his head”
#demconvention",AGAINST,
1291894812682182660,@USER i wish you the best on your conference &amp; i hope that you win the #2020election. i was a poll watcher one &amp; the next helped out in another.,NONE,
1310975672312041472,@USER it will all be staged for biden.,AGAINST,Trump
1279036073222574080,"read the #blog post and listen to the #podcast episode on the link below:
HTTP

#blacklivesmattersa #blacklivesmatter #black_lives_matter
#feesmustfall #konversations #debate HTTP",NONE,
1311075030638485504,"watch the #presidentialdebate2020 with me live tonight at 7:45 pm cst. its finally here, woo! who's ready? #trump2020

HTTP",NONE,Trump
1293891434546855937,.@USER created this disastrous catastrophe; we all need to #voteblue to save lives ... u.s. reports highest number of covid-19 deaths in one day since mid-may HTTP,FAVOR,Trump
1311220291620737028,biden's strategy of speaking to camera and trying to rise above it all is the right one - but he really must make it work. trump is a dangerous neo-fascist. give him four more years with the supreme court stacked with arch-conservatives and america will be unrecognisable by 2024.,FAVOR,Trump
1287134787099078662,my feathered palm rejuvenated with the hot weather #nevertrump HTTP,AGAINST,
1311186321784942592,"@USER @USER strong and focused? trump was like a toddler (what's new🤷‍♀️) incapable of a sensible, grown up debate. all he can do is be abusive and insulting. pathetic.",AGAINST,
1296629696898248704,"@USER you're only just now realizing that verse is about #drinkbleachdonnie  #trumplorable, right?

#democraticnationalconvention
#shegotitright
#biden
#bernie2020
#biden2020
#votebluetoendthisnightmare
#votebluetosaveamerica
#trumpliespeopledie
#votebluetosaveourlives",AGAINST,
1294707904885522433,"@USER what a joke! with the nation virtually evenly divided, every vote - real or fake or lost, counts more than ever.  #fightvoterfraud #voterfraud #trump2020 have real talks with people and bring them across the aisle. @USER",AGAINST,Trump
1304073083729457153,"""trump’s executive action may be too little, too late, especially if people...do not similarly fight back against this movement"" #fightbackamerica #trumpwarriors #kag wake up &amp; fight!! stop looking to govt to do it for you! 
HTTP",AGAINST,Trump
1311173454293610497,"seriously, biden says that trump will be the first president to have less jobs than when he started his term, then advocates for further lockdowns and not opening the country back up, surely anyone with any sense can see through his bs #presidentialdebate",AGAINST,
1299755404935733253,"@USER @USER @USER @USER yeah - scared for them just as i was for those #trump rally goers in oklahoma (glad those were a handful) &amp; those who attended @USER ”protest” at #rnc2020 . if only #donaldtrump had set good example from start, he could have advised appropriately. pity he did not lead by example",AGAINST,
1297950991174664193,"@USER @USER how 'bout that news on @USER and his nasty sexual exploits between the pool boy and his wife.  you repugnants sicken me, @USER  #voteblue #votebluetosaveamerica",AGAINST,
1296766524137635840,"lock them up @USER #maga tucker @USER 
HTTP",NONE,
1225974881092820993,"joe biden's entire platform can be summarized as: ""here's the deal folks""

#demdebate #democraticdebate",NONE,Trump
1302114749296058370,"wow, i just saw a #joebiden  commercial. most #democrats have usually given up on #missouri since we went from purple to red so i haven't seen many commercials for the dem nominee at any level above city for the last few cycles. are we (mo) in play to #dumptrump2020?",AGAINST,
1232495001067606016,"i officially dislike pete
#demdebate",NONE,
1296260216233889792,@USER you sound completely ridiculous right now.  go to bed! #demconvention,NONE,Trump
1311123145462489088,"joe biden is a massive racist . california was once red . think about before . our new generation needs to look back . i have a mind that goes back 100 years because of what my family and our books have taught me . what is a super predator , joe ??? 🤨 #debates",AGAINST,Trump
1293971688498114562,"@USER i mean, imo, you must first get a 'rotten tomatoes' equivalent for your field of work .. for converting a potus' ability to network, negotiate &amp; rebalance into, in your words, ""clandestine &amp; collusion"".  america &amp; prez trump deserve better than that, trust me.

#trump2020",FAVOR,
1311074668280008704,"@USER biden was so brilliant, trump conceded on live tv",FAVOR,Trump
1297393352950849539,"@USER where is your mask, sheep? you actually believe that pres trump is trying to sabotage the postal service? every hoax that you and your partisan party has been completely destroyed. grasping at straws. thank god that the rest of the country is smarter than you jennifer. #trump2020",AGAINST,Trump
1296641071301238784,watching joe biden approach the podium &amp; accept the nomination without any applause is unreal #demconvention,NONE,Trump
1296416526137012224,"a few years ago, @USER came to speak at a luncheon in houston and i had the opportunity to meet and talk with her. fast forward to 2020 she is the dem nominee for vp and i am the dem nominee for #tx14. let's go kamala, see you on the hill. #fliptx14 #demconvention HTTP",NONE,Trump
1302028524593844226,@USER good for you!!  #control #trump2020,NONE,Trump
1296264255239528448,hillary came with the punches. 🥊#demconvention,NONE,
1295907065404293127,"amazingly, these are all states hillary didn’t visit. #demconvention #dnc2020convention",NONE,
1311208684794519552,@USER trump,NONE,Trump
1311368449923321856,@USER @USER @USER lets go south carolina. lindsey going to take your #civilrights #healthcare #votingrights #jobs #votebluedownballot #southcarolina #debates2020,FAVOR,Trump
1246082918528585729,why was there no mention in #demdebate #democraticdebate earlier this year of #covid19 #coronavirusupdate ? #presidenttrump had already issued #travelban and was being shamed for doing so. who was on top of things first? #factsmatter #kag2020 #kag2020landslidevictory HTTP,FAVOR,
1296114062665768960,kamala. hillary. barack. today is going to be 🔥🔥🔥🙌🏽🙌🏽🙌🏽 #demconvention #dnc #democraticnationalconvention #bidenharris #bidenharris2020 #joebiden #kamalaharris #kamaladay #vote HTTP,FAVOR,Trump
1295094199549865984,'kamala harris is the most liberal person in congress': trump lays into biden's vp pick and says she's even more liberal than bernie sanders.#trump..#gop..#elections,AGAINST,Trump
1311289225443241986,about an hour into the #debates2020 . trump's the man. why? he cares. biden doesnt.,FAVOR,
1297039214962507778,"cometh the hour, cometh the man &amp; woman

#bidenharris2020 🇺🇸 
#bidenforamerica 🇺🇸 
#dumptrump 💩 
#dumpcrookedtrump 💩 HTTP",FAVOR,Trump
1298505262492459008,@USER @USER @USER @USER how many black people killed black people? the whole raciat narrative is completely blown out of the water when you look at the numbers...but dont let that stop u from looting and arson..#trump2020,AGAINST,Trump
1302693273660776448,"could not say it any better myself!! take heed america!!! #trump2020 #votered2020 war is hell, and i sure don't want to see a full blown war in our own country...in some ways it's already here...but it must not be allowed to get worse!! HTTP",FAVOR,
1311180838587965440,"@USER not really, joe wouldn't have known what to ask and he would have just laughed along with trump at everything he said and argued with biden. he's not right wing he just seems to think trump is funny so he let's him off the hook for everything.",AGAINST,
1232481538022883328,wow biden going after bernie on guns... #demdebate #demdebate2020 #democraticdebates,NONE,Trump
1304632535931068424,@USER @USER how are you researching votes that haven't been cast yet? #fuckcreepyjoe #trump2020,AGAINST,Trump
1293918598424145920,@USER @USER are you sure or is it jill they are speaking to! #trump2020,FAVOR,
1288404521228668928,"@USER stop burning building, beating up and sometime murderer people,  how about getting a job. #trump2020",AGAINST,Trump
1303046318659493890,#trump2020 make america hate again,AGAINST,
1292120309856952322,i want to attend one of trumps #peacefulprotest @USER #trump2020 #trump #trumptrain2020 #bestpresidentever45 #45 #trump2020landslide #thatsmypresident #thankyoumrpresident #cmonman #4more4trump #americawakeup #bidendementia #4moreyears #trumpytrumpy #lovemypreaident 🇺🇸,AGAINST,Trump
1297269476354744320,"remember #dnc god is all knowing as seeing, hearing, knows your heart and (if you still own it) your soul. i will never ever accept your fodder as truth. neither will true proud to be americans under god! #trump2020landslide",FAVOR,
1311182445715226626,"@USER every poll i have seen says trump won. however, everyone around me thinks neither won.",AGAINST,
1296460550688448513,maybe we should take care of the #antifa problem before we freak out abou #qanon... which no one really cares about.,NONE,
1286289548499136514,"@USER @USER thank you, mr. president... #americafirst #kag #trump2020 #lawandordernow #teamtrump",AGAINST,Trump
